nodesum = 123,edgesum = 621,Round = 527,failcases = 66.37,bottlenecks = 9.03,random_nodesnum = 84.07,random_edgesnum = 205.63,average_time = 58.30
nodesum = 112,edgesum = 494,Round = 418,failcases = 49.00,bottlenecks = 8.13,random_nodesnum = 78.97,random_edgesnum = 181.53,average_time = 27.67
nodesum = 124,edgesum = 604,Round = 511,failcases = 64.07,bottlenecks = 6.87,random_nodesnum = 88.47,random_edgesnum = 214.13,average_time = 40.30
nodesum = 22,edgesum = 61,Round = 57,failcases = 56.00,bottlenecks = 1.00,random_nodesnum = 8.00,random_edgesnum = 6.00,average_time = 0.67
nodesum = 147,edgesum = 671,Round = 566,failcases = 57.50,bottlenecks = 8.37,random_nodesnum = 99.30,random_edgesnum = 226.73,average_time = 58.33
nodesum = 86,edgesum = 410,Round = 349,failcases = 8.60,bottlenecks = 3.73,random_nodesnum = 65.27,random_edgesnum = 160.43,average_time = 13.33
nodesum = 53,edgesum = 230,Round = 192,failcases = 59.73,bottlenecks = 5.43,random_nodesnum = 40.93,random_edgesnum = 107.57,average_time = 6.00
nodesum = 39,edgesum = 178,Round = 152,failcases = 29.27,bottlenecks = 4.10,random_nodesnum = 33.37,random_edgesnum = 92.03,average_time = 2.67
nodesum = 30,edgesum = 136,Round = 122,failcases = 20.30,bottlenecks = 2.10,random_nodesnum = 27.13,random_edgesnum = 74.87,average_time = 1.33
nodesum = 47,edgesum = 209,Round = 181,failcases = 11.00,bottlenecks = 2.87,random_nodesnum = 37.80,random_edgesnum = 97.87,average_time = 3.00
nodesum = 115,edgesum = 481,Round = 398,failcases = 37.43,bottlenecks = 7.40,random_nodesnum = 79.17,random_edgesnum = 181.50,average_time = 24.63
nodesum = 40,edgesum = 140,Round = 119,failcases = 30.20,bottlenecks = 3.73,random_nodesnum = 32.20,random_edgesnum = 72.17,average_time = 2.00
nodesum = 149,edgesum = 731,Round = 618,failcases = 79.60,bottlenecks = 8.40,random_nodesnum = 99.20,random_edgesnum = 227.50,average_time = 74.83
nodesum = 127,edgesum = 610,Round = 517,failcases = 49.70,bottlenecks = 7.13,random_nodesnum = 86.77,random_edgesnum = 208.17,average_time = 39.33
nodesum = 78,edgesum = 383,Round = 334,failcases = 75.70,bottlenecks = 4.63,random_nodesnum = 55.33,random_edgesnum = 137.70,average_time = 14.37
nodesum = 37,edgesum = 140,Round = 122,failcases = 47.37,bottlenecks = 4.07,random_nodesnum = 31.83,random_edgesnum = 77.57,average_time = 2.67
nodesum = 68,edgesum = 247,Round = 205,failcases = 29.60,bottlenecks = 4.03,random_nodesnum = 50.70,random_edgesnum = 111.70,average_time = 5.67
nodesum = 116,edgesum = 546,Round = 462,failcases = 28.43,bottlenecks = 5.83,random_nodesnum = 82.33,random_edgesnum = 191.40,average_time = 29.33
nodesum = 141,edgesum = 661,Round = 559,failcases = 37.00,bottlenecks = 5.43,random_nodesnum = 92.40,random_edgesnum = 211.03,average_time = 45.67
nodesum = 36,edgesum = 141,Round = 121,failcases = 5.90,bottlenecks = 2.53,random_nodesnum = 30.80,random_edgesnum = 72.90,average_time = 1.40
nodesum = 70,edgesum = 318,Round = 271,failcases = 65.13,bottlenecks = 5.53,random_nodesnum = 51.70,random_edgesnum = 130.00,average_time = 11.00
nodesum = 103,edgesum = 393,Round = 327,failcases = 33.20,bottlenecks = 5.80,random_nodesnum = 74.83,random_edgesnum = 166.00,average_time = 16.33
nodesum = 144,edgesum = 691,Round = 582,failcases = 52.53,bottlenecks = 7.60,random_nodesnum = 97.80,random_edgesnum = 228.17,average_time = 55.33
nodesum = 120,edgesum = 506,Round = 422,failcases = 22.30,bottlenecks = 4.50,random_nodesnum = 83.70,random_edgesnum = 181.63,average_time = 25.60
nodesum = 10,edgesum = 21,Round = 22,failcases = 20.00,bottlenecks = 1.00,random_nodesnum = 6.00,random_edgesnum = 3.00,average_time = 0.00
nodesum = 116,edgesum = 624,Round = 535,failcases = 6.43,bottlenecks = 3.03,random_nodesnum = 81.67,random_edgesnum = 203.60,average_time = 31.67
nodesum = 78,edgesum = 268,Round = 217,failcases = 62.30,bottlenecks = 9.60,random_nodesnum = 57.50,random_edgesnum = 130.10,average_time = 11.03
nodesum = 134,edgesum = 679,Round = 580,failcases = 47.30,bottlenecks = 6.53,random_nodesnum = 91.40,random_edgesnum = 217.53,average_time = 47.33
nodesum = 14,edgesum = 49,Round = 44,failcases = 42.00,bottlenecks = 1.00,random_nodesnum = 9.00,random_edgesnum = 6.00,average_time = 0.07
nodesum = 85,edgesum = 338,Round = 278,failcases = 55.63,bottlenecks = 8.70,random_nodesnum = 66.67,random_edgesnum = 149.80,average_time = 15.30
nodesum = 38,edgesum = 163,Round = 142,failcases = 17.67,bottlenecks = 3.93,random_nodesnum = 33.80,random_edgesnum = 90.53,average_time = 2.00
nodesum = 139,edgesum = 663,Round = 564,failcases = 58.27,bottlenecks = 8.00,random_nodesnum = 91.50,random_edgesnum = 214.13,average_time = 52.33
nodesum = 60,edgesum = 268,Round = 226,failcases = 28.73,bottlenecks = 2.90,random_nodesnum = 46.00,random_edgesnum = 113.07,average_time = 5.30
nodesum = 44,edgesum = 220,Round = 195,failcases = 98.10,bottlenecks = 3.70,random_nodesnum = 35.10,random_edgesnum = 87.73,average_time = 4.00
nodesum = 25,edgesum = 120,Round = 110,failcases = 1.17,bottlenecks = 0.90,random_nodesnum = 23.27,random_edgesnum = 62.07,average_time = 1.00
nodesum = 142,edgesum = 690,Round = 585,failcases = 35.43,bottlenecks = 7.07,random_nodesnum = 100.13,random_edgesnum = 241.63,average_time = 50.00
nodesum = 17,edgesum = 60,Round = 57,failcases = 5.93,bottlenecks = 1.97,random_nodesnum = 16.63,random_edgesnum = 39.93,average_time = 0.07
nodesum = 15,edgesum = 50,Round = 47,failcases = 2.57,bottlenecks = 1.57,random_nodesnum = 14.97,random_edgesnum = 32.90,average_time = 0.33
nodesum = 125,edgesum = 609,Round = 518,failcases = 42.53,bottlenecks = 5.47,random_nodesnum = 88.07,random_edgesnum = 206.70,average_time = 37.67
nodesum = 130,edgesum = 638,Round = 545,failcases = 13.43,bottlenecks = 6.40,random_nodesnum = 92.27,random_edgesnum = 225.90,average_time = 39.57
nodesum = 73,edgesum = 302,Round = 254,failcases = 18.37,bottlenecks = 4.97,random_nodesnum = 57.00,random_edgesnum = 134.63,average_time = 7.37
nodesum = 92,edgesum = 373,Round = 316,failcases = 62.53,bottlenecks = 6.60,random_nodesnum = 64.33,random_edgesnum = 142.57,average_time = 17.33
nodesum = 76,edgesum = 290,Round = 241,failcases = 38.30,bottlenecks = 6.93,random_nodesnum = 61.00,random_edgesnum = 135.10,average_time = 9.33
nodesum = 92,edgesum = 384,Round = 320,failcases = 31.20,bottlenecks = 6.07,random_nodesnum = 70.93,random_edgesnum = 168.93,average_time = 14.00
nodesum = 40,edgesum = 134,Round = 113,failcases = 35.27,bottlenecks = 4.53,random_nodesnum = 33.37,random_edgesnum = 73.13,average_time = 2.00
nodesum = 26,edgesum = 84,Round = 76,failcases = 75.00,bottlenecks = 1.00,random_nodesnum = 10.00,random_edgesnum = 8.00,average_time = 0.67
nodesum = 124,edgesum = 620,Round = 530,failcases = 35.47,bottlenecks = 4.90,random_nodesnum = 84.17,random_edgesnum = 200.93,average_time = 35.67
nodesum = 97,edgesum = 521,Round = 445,failcases = 56.07,bottlenecks = 4.47,random_nodesnum = 68.20,random_edgesnum = 173.57,average_time = 23.00
nodesum = 15,edgesum = 26,Round = 26,failcases = 25.00,bottlenecks = 1.00,random_nodesnum = 6.00,random_edgesnum = 4.00,average_time = 0.33
nodesum = 74,edgesum = 326,Round = 273,failcases = 34.70,bottlenecks = 6.40,random_nodesnum = 54.70,random_edgesnum = 130.37,average_time = 9.50
nodesum = 31,edgesum = 125,Round = 107,failcases = 82.27,bottlenecks = 5.00,random_nodesnum = 26.53,random_edgesnum = 60.13,average_time = 2.00
nodesum = 41,edgesum = 159,Round = 136,failcases = 19.90,bottlenecks = 2.47,random_nodesnum = 32.27,random_edgesnum = 75.47,average_time = 1.97
nodesum = 116,edgesum = 513,Round = 428,failcases = 63.57,bottlenecks = 6.97,random_nodesnum = 82.10,random_edgesnum = 186.63,average_time = 31.00
nodesum = 19,edgesum = 58,Round = 48,failcases = 34.07,bottlenecks = 3.60,random_nodesnum = 16.97,random_edgesnum = 32.20,average_time = 0.40
nodesum = 63,edgesum = 248,Round = 207,failcases = 33.00,bottlenecks = 5.30,random_nodesnum = 49.60,random_edgesnum = 110.07,average_time = 6.00
nodesum = 93,edgesum = 403,Round = 340,failcases = 28.63,bottlenecks = 5.20,random_nodesnum = 70.07,random_edgesnum = 164.27,average_time = 14.67
nodesum = 151,edgesum = 735,Round = 620,failcases = 36.20,bottlenecks = 5.33,random_nodesnum = 103.43,random_edgesnum = 240.97,average_time = 59.33
nodesum = 156,edgesum = 805,Round = 684,failcases = 52.83,bottlenecks = 4.97,random_nodesnum = 101.13,random_edgesnum = 230.83,average_time = 76.30
nodesum = 115,edgesum = 567,Round = 482,failcases = 96.90,bottlenecks = 8.40,random_nodesnum = 82.13,random_edgesnum = 196.53,average_time = 43.37
nodesum = 120,edgesum = 638,Round = 547,failcases = 44.83,bottlenecks = 4.90,random_nodesnum = 83.67,random_edgesnum = 206.97,average_time = 38.00
nodesum = 147,edgesum = 706,Round = 597,failcases = 42.20,bottlenecks = 7.10,random_nodesnum = 96.70,random_edgesnum = 226.00,average_time = 56.17
nodesum = 64,edgesum = 226,Round = 187,failcases = 65.93,bottlenecks = 9.10,random_nodesnum = 53.77,random_edgesnum = 121.07,average_time = 8.57
nodesum = 31,edgesum = 160,Round = 145,failcases = 10.50,bottlenecks = 1.90,random_nodesnum = 28.13,random_edgesnum = 81.63,average_time = 1.67
nodesum = 51,edgesum = 274,Round = 244,failcases = 33.77,bottlenecks = 1.10,random_nodesnum = 39.20,random_edgesnum = 103.77,average_time = 5.00
nodesum = 50,edgesum = 232,Round = 201,failcases = 25.37,bottlenecks = 3.43,random_nodesnum = 40.90,random_edgesnum = 104.63,average_time = 3.67
nodesum = 53,edgesum = 191,Round = 163,failcases = 22.30,bottlenecks = 4.93,random_nodesnum = 38.63,random_edgesnum = 89.20,average_time = 3.33
nodesum = 136,edgesum = 642,Round = 541,failcases = 54.87,bottlenecks = 8.80,random_nodesnum = 94.20,random_edgesnum = 217.13,average_time = 48.67
nodesum = 113,edgesum = 495,Round = 415,failcases = 68.67,bottlenecks = 9.20,random_nodesnum = 79.37,random_edgesnum = 186.33,average_time = 32.37
nodesum = 61,edgesum = 321,Round = 282,failcases = 3.27,bottlenecks = 2.03,random_nodesnum = 46.67,random_edgesnum = 126.70,average_time = 6.63
nodesum = 139,edgesum = 677,Round = 573,failcases = 71.33,bottlenecks = 7.73,random_nodesnum = 96.67,random_edgesnum = 229.47,average_time = 56.83
nodesum = 134,edgesum = 695,Round = 600,failcases = 62.73,bottlenecks = 5.90,random_nodesnum = 89.17,random_edgesnum = 210.57,average_time = 52.93
nodesum = 107,edgesum = 564,Round = 485,failcases = 12.63,bottlenecks = 4.47,random_nodesnum = 75.50,random_edgesnum = 194.77,average_time = 25.33
nodesum = 22,edgesum = 60,Round = 54,failcases = 14.73,bottlenecks = 2.03,random_nodesnum = 18.80,random_edgesnum = 37.53,average_time = 0.33
nodesum = 7,edgesum = 10,Round = 11,failcases = 10.00,bottlenecks = 1.00,random_nodesnum = 4.00,random_edgesnum = 2.00,average_time = 0.00
nodesum = 74,edgesum = 345,Round = 291,failcases = 9.70,bottlenecks = 4.63,random_nodesnum = 56.00,random_edgesnum = 136.30,average_time = 9.00
nodesum = 135,edgesum = 701,Round = 603,failcases = 61.27,bottlenecks = 5.23,random_nodesnum = 87.20,random_edgesnum = 206.10,average_time = 52.67
