nodesum = 123,edgesum = 621,Round = 527,failcases = 206.93,bottlenecks = 10.50,random_nodesnum = 90.50,random_edgesnum = 243.20,average_time = 188.37
nodesum = 44,edgesum = 220,Round = 195,failcases = 298.87,bottlenecks = 4.13,random_nodesnum = 38.50,random_edgesnum = 109.87,average_time = 16.33
nodesum = 25,edgesum = 120,Round = 110,failcases = 4.10,bottlenecks = 2.30,random_nodesnum = 24.70,random_edgesnum = 76.43,average_time = 3.93
nodesum = 142,edgesum = 690,Round = 585,failcases = 117.00,bottlenecks = 9.77,random_nodesnum = 107.13,random_edgesnum = 284.87,average_time = 204.37
nodesum = 17,edgesum = 60,Round = 57,failcases = 21.10,bottlenecks = 2.53,random_nodesnum = 17.00,random_edgesnum = 50.40,average_time = 1.37
nodesum = 15,edgesum = 50,Round = 47,failcases = 10.53,bottlenecks = 2.87,random_nodesnum = 15.00,random_edgesnum = 41.67,average_time = 1.00
nodesum = 125,edgesum = 609,Round = 518,failcases = 137.70,bottlenecks = 7.67,random_nodesnum = 96.20,random_edgesnum = 247.53,average_time = 156.57
nodesum = 130,edgesum = 638,Round = 545,failcases = 42.40,bottlenecks = 8.43,random_nodesnum = 99.73,random_edgesnum = 266.20,average_time = 165.20
nodesum = 73,edgesum = 302,Round = 254,failcases = 59.03,bottlenecks = 6.97,random_nodesnum = 61.37,random_edgesnum = 161.27,average_time = 30.60
nodesum = 92,edgesum = 373,Round = 316,failcases = 197.90,bottlenecks = 7.57,random_nodesnum = 70.33,random_edgesnum = 171.47,average_time = 69.23
nodesum = 76,edgesum = 290,Round = 241,failcases = 127.27,bottlenecks = 9.40,random_nodesnum = 65.87,random_edgesnum = 162.30,average_time = 36.67
nodesum = 92,edgesum = 384,Round = 320,failcases = 103.33,bottlenecks = 8.13,random_nodesnum = 77.20,random_edgesnum = 202.13,average_time = 57.70
nodesum = 40,edgesum = 134,Round = 113,failcases = 118.47,bottlenecks = 6.10,random_nodesnum = 35.87,random_edgesnum = 87.57,average_time = 8.07
nodesum = 26,edgesum = 84,Round = 76,failcases = 303.00,bottlenecks = 1.00,random_nodesnum = 10.00,random_edgesnum = 8.00,average_time = 3.33
nodesum = 124,edgesum = 620,Round = 530,failcases = 109.87,bottlenecks = 6.23,random_nodesnum = 92.17,random_edgesnum = 240.13,average_time = 147.33
nodesum = 97,edgesum = 521,Round = 445,failcases = 184.33,bottlenecks = 5.13,random_nodesnum = 74.53,random_edgesnum = 207.63,average_time = 94.40
nodesum = 15,edgesum = 26,Round = 26,failcases = 103.00,bottlenecks = 1.00,random_nodesnum = 6.00,random_edgesnum = 4.00,average_time = 0.40
nodesum = 74,edgesum = 326,Round = 273,failcases = 105.03,bottlenecks = 6.97,random_nodesnum = 60.03,random_edgesnum = 157.57,average_time = 39.00
nodesum = 31,edgesum = 125,Round = 107,failcases = 274.70,bottlenecks = 5.40,random_nodesnum = 28.97,random_edgesnum = 81.10,average_time = 8.97
nodesum = 41,edgesum = 159,Round = 136,failcases = 66.37,bottlenecks = 3.57,random_nodesnum = 34.93,random_edgesnum = 92.57,average_time = 7.57
nodesum = 116,edgesum = 513,Round = 428,failcases = 192.57,bottlenecks = 8.40,random_nodesnum = 90.20,random_edgesnum = 224.33,average_time = 122.83
nodesum = 19,edgesum = 58,Round = 48,failcases = 114.13,bottlenecks = 4.60,random_nodesnum = 18.53,random_edgesnum = 46.27,average_time = 2.07
nodesum = 63,edgesum = 248,Round = 207,failcases = 107.13,bottlenecks = 7.17,random_nodesnum = 53.63,random_edgesnum = 132.37,average_time = 23.67
nodesum = 93,edgesum = 403,Round = 340,failcases = 93.73,bottlenecks = 7.80,random_nodesnum = 76.37,random_edgesnum = 197.23,average_time = 59.57
nodesum = 151,edgesum = 735,Round = 620,failcases = 115.07,bottlenecks = 7.13,random_nodesnum = 114.50,random_edgesnum = 290.87,average_time = 242.27
nodesum = 156,edgesum = 805,Round = 684,failcases = 168.03,bottlenecks = 5.73,random_nodesnum = 112.57,random_edgesnum = 281.73,average_time = 297.63
nodesum = 115,edgesum = 567,Round = 482,failcases = 319.70,bottlenecks = 9.53,random_nodesnum = 89.30,random_edgesnum = 232.43,average_time = 171.00
nodesum = 120,edgesum = 638,Round = 547,failcases = 130.90,bottlenecks = 6.43,random_nodesnum = 90.93,random_edgesnum = 246.53,average_time = 149.70
nodesum = 147,edgesum = 706,Round = 597,failcases = 140.07,bottlenecks = 9.37,random_nodesnum = 105.03,random_edgesnum = 267.63,average_time = 224.90
nodesum = 64,edgesum = 226,Round = 187,failcases = 217.77,bottlenecks = 10.97,random_nodesnum = 57.30,random_edgesnum = 143.03,average_time = 32.73
nodesum = 31,edgesum = 160,Round = 145,failcases = 26.80,bottlenecks = 2.53,random_nodesnum = 29.77,random_edgesnum = 99.20,average_time = 6.93
nodesum = 51,edgesum = 274,Round = 244,failcases = 98.33,bottlenecks = 1.53,random_nodesnum = 43.20,random_edgesnum = 125.87,average_time = 18.60
nodesum = 50,edgesum = 232,Round = 201,failcases = 82.67,bottlenecks = 4.53,random_nodesnum = 44.60,random_edgesnum = 125.50,average_time = 15.00
nodesum = 53,edgesum = 191,Round = 163,failcases = 72.33,bottlenecks = 5.83,random_nodesnum = 42.07,random_edgesnum = 106.20,average_time = 12.70
nodesum = 136,edgesum = 642,Round = 541,failcases = 172.13,bottlenecks = 10.63,random_nodesnum = 103.03,random_edgesnum = 259.20,average_time = 190.37
nodesum = 113,edgesum = 495,Round = 415,failcases = 225.27,bottlenecks = 11.20,random_nodesnum = 85.73,random_edgesnum = 220.77,average_time = 134.07
nodesum = 61,edgesum = 321,Round = 282,failcases = 9.37,bottlenecks = 2.90,random_nodesnum = 50.77,random_edgesnum = 151.50,average_time = 26.03
nodesum = 139,edgesum = 677,Round = 573,failcases = 234.77,bottlenecks = 10.03,random_nodesnum = 104.20,random_edgesnum = 271.60,average_time = 326.43
nodesum = 134,edgesum = 695,Round = 600,failcases = 195.37,bottlenecks = 7.20,random_nodesnum = 95.73,random_edgesnum = 247.23,average_time = 340.63
nodesum = 107,edgesum = 564,Round = 485,failcases = 42.30,bottlenecks = 5.97,random_nodesnum = 81.63,random_edgesnum = 230.87,average_time = 170.23
nodesum = 22,edgesum = 60,Round = 54,failcases = 47.67,bottlenecks = 3.13,random_nodesnum = 20.47,random_edgesnum = 45.30,average_time = 2.43
nodesum = 7,edgesum = 10,Round = 11,failcases = 43.00,bottlenecks = 1.00,random_nodesnum = 4.00,random_edgesnum = 2.00,average_time = 0.20
nodesum = 74,edgesum = 345,Round = 291,failcases = 28.93,bottlenecks = 6.07,random_nodesnum = 60.17,random_edgesnum = 165.20,average_time = 44.90
nodesum = 135,edgesum = 701,Round = 603,failcases = 203.30,bottlenecks = 6.10,random_nodesnum = 94.10,random_edgesnum = 242.90,average_time = 268.07
